node_id,name,domain,type,notes_key,lecture_key,url_slug,graph_id
N499438F1,Property Graph,Databases,concept,,LECTURE_512E5FDD,,default
N49AC31B9,Mental Health,Psychology,concept,,LECTURE_F4C41356,,default
N49B2256E,Open Borders,Political Science,concept,,LECTURE_E0A909D1,,default
N49D68BAF,Architecture Improvement,Software Engineering,concept,,LECTURE_87D7CB99,,default
N4A2061FE,High Fructose Corn Syrup,Food Science,concept,,LECTURE_086E22BB,,default
N4A99901B,The Mom Test,Entrepreneurship,concept,,LECTURE_F6FFFE7D,,default
N4B0368B1,Agent Drift,AI Reliability,concept,,LECTURE_38EFB3AD,,default
N4B2AB10C,Transparency,Communication,concept,,LECTURE_41473ABA,,default
N4B6228C5,Inertial Measurement Unit (IMU),Hardware Engineering,tool,,LECTURE_103A28B8,,default
N4B7CA615,ID vs Name,Software Engineering,concept,,LECTURE_6070C36A,,default
N4B89B2FF,Iron,Nutrition,concept,,LECTURE_E65B3313,,default
N4C1D0B47,AI Bubble,Technology,concept,,LECTURE_F6C8F9CE,,default
N4C596BEC,Project Structure,Web Development,concept,,LECTURE_FF5AA022,,default
N4C7F0B9A,Model Context Protocol (MCP),AI,concept,,LECTURE_519CABB9,,default
N4D5C3E7C,CSS Positioning,Web Development,concept,,LECTURE_06093866,,default
N4E1104B3,Greedy Algorithms,Algorithms,concept,,LECTURE_8D7F9422,,default
N4E23E76C,Purdue University,Education,concept,,LECTURE_62CDE37E,,default
N4E77FBF0,Cost Barrier,Economics,concept,,LECTURE_B86739F5,,default
N4EAA233E,Machine Learning Libraries,Machine Learning,tool,,LECTURE_103A28B8,,default
N4EBAE96A,AddTask,Software Engineering,function,,LECTURE_6070C36A,,default
N4ECF8A7A,AgentLens,AI/Agent Systems,tool,,LECTURE_D9FF5C3A,,default
N4EFC4085,User Experience Design,Design,concept,,LECTURE_F504B342,,default
N4F067F22,Vector Search,Information Retrieval,concept,,LECTURE_EFC871FA,,default
N4F0E3999,Debt Ceiling,Finance,concept,,LECTURE_D2E185AD,,default
N4F286BA3,KV Caching,Machine Learning,concept,,LECTURE_D9FF5C3A,,default
N4F4481BB,Hamming Distance,Computer Science,concept,,LECTURE_51C9C7E4,,default
N4F8B203F,Pitch Deck & Collateral Generator,Marketing,concept,,LECTURE_BC8B2DFD,,default
N4FC0DC40,Friendship Context,Social Dynamics,concept,,LECTURE_4E1F4103,,default
N4FC70518,Machine Learning (ML),Machine Learning,concept,,LECTURE_CE20B295,,default
N50136D65,Creative Expression,Art,concept,,LECTURE_F4C41356,,default
N505FBDA8,Composite Score,Pharmaceuticals,concept,,LECTURE_E93CD605,,default
N5069A492,Public Directory,Web Development,concept,,LECTURE_FF5AA022,,default
N50AE2A63,DSA,Software Engineering,concept,,LECTURE_785DEF4D,,default
N50E40E05,Preparedness,Personal Development,concept,,LECTURE_528D9988,,default
N50E9C616,AI-Driven Radio,Military Technology,tool,,LECTURE_0B86DC14,,default
N51185526,Karma,Philosophy,concept,,LECTURE_72469D9D,,default
N51395763,JavaScript Closures,Web Development,concept,,LECTURE_06093866,,default
N514E0052,Business Intelligence Engineer,Business Intelligence,concept,,LECTURE_E6D27EEF,,default
N52274680,Complete Binary Tree,Data Structures,concept,,LECTURE_AC2155EE,,default
N524933F8,Scheduler Brain,AI,concept,,LECTURE_712DFF13,,default
N531190C4,Intellectual Isolation,Social Psychology,concept,,LECTURE_31D3A660,,default
N536E2466,Tsundoku,Reading Behavior,concept,,LECTURE_B86739F5,,default
N5389FFE5,Physical Environment,Environmental Psychology,concept,,LECTURE_8424A28F,,default
N53AE88B1,Emotional Stagnation,Psychology,concept,,LECTURE_72469D9D,,default
N53AFE7F0,ServiceNow,Cloud Computing,example,,LECTURE_E6D27EEF,,default
N5416357D,The Book of Life,Literature,concept,,LECTURE_325DF9E1,,default
N541AFF8A,Cloud Security,Security,concept,,LECTURE_0FB0854B,,default
N541C8738,Entanglement,Quantum Physics,concept,,LECTURE_36519C04,,default
N542B1268,Red-Black Tree,Data Structures,data structure,,LECTURE_AC2155EE,,default
N545594AC,Harmonic DJ Mixing,Music Theory,concept,,LECTURE_FA9195CB,,default
N549D34CF,Transformers,Machine Learning,concept,,LECTURE_49B80B00,,default
N54D909C3,Application Security Intern,Cybersecurity,concept,,LECTURE_4A7A895C,,default
N54EDC122,Load Factor,Data Structures,concept,,LECTURE_F43ACB64,,default
N558629E3,Urgency,Reading Behavior,concept,,LECTURE_86EDCE97,,default
N560736BA,Social Features,User Experience,concept,,LECTURE_54D239B1,,default
N56374EC2,AI Models,Artificial Intelligence,concept,,LECTURE_36519C04,,default
N5637AB6A,Consumption,Sociology,concept,,LECTURE_6CE80E5F,,default
N564D4BAD,Genetics,Biology,concept,,LECTURE_4A4743F0,,default
N56F4D98F,Content Vault,Personal Productivity,concept,,LECTURE_712DFF13,,default
N570CAAB7,Recommendation Process,Machine Learning,concept,,LECTURE_DC4552D3,,default
N5718F089,LlamaIndex,Machine Learning,tool,,LECTURE_EFC871FA,,default
N57A2B111,Compiler,Software Architecture,domain,,LECTURE_0A79648B,,default
N57CB832E,Transformer Model,Machine Learning,concept,,LECTURE_7DB408EE,,default
N57CFB807,Schedule Management,Project Management,concept,,LECTURE_04B1750C,,default
N585141F7,Server-Side Request Forgery (SSRF),Security,vulnerability,,LECTURE_0FB0854B,,default
N588EC718,Doubly Linked List,Data Structures,concept,,LECTURE_8D7F9422,,default
N59134253,DeepAgents,AI/Agent Systems,framework,,LECTURE_D9FF5C3A,,default
N595D8E1D,Entropy,Information Theory,concept,,LECTURE_36519C04,,default
N59612B1B,Account Intelligence Engine,Marketing,concept,,LECTURE_BC8B2DFD,,default
N59A9A82B,Emotional Processing,Psychology,concept,,LECTURE_CE20B295,,default
N59BB80E6,Cane Sugar,Food Science,concept,,LECTURE_086E22BB,,default
N5A11C57B,Local LLM Inference,Artificial Intelligence,concept,,LECTURE_28A0E794,,default
N5AEA78EF,Claude Shannon,Information Theory,concept,,LECTURE_36519C04,,default
N5B6C4B42,Apache Flink,Data Engineering,tool,,LECTURE_AFDC7B4A,,default
N5C251C2F,Mesh Networking,Networking,concept,,LECTURE_0B86DC14,,default
N5C5F1230,Nvidia,general,concept,,,,default
N5CD47714,Degree-Directed Flow,Graph Theory,concept,,LECTURE_CFC03C76,,default
N5CFA6136,Math Tutoring Use Case,Education Technology,example,,LECTURE_B81621E9,,default
N5D42772E,O(n^2),Computer Science,concept,,LECTURE_67A7F7C6,,default
N5D4314C3,Life Purpose,General,concept,,LECTURE_66A8A31C,,default
N5D50D49D,Cloud / SaaS Vendors and Partners,Cloud Computing,concept,,LECTURE_E6D27EEF,,default
N5D990B49,Streamlit,Software Engineering,tool,,LECTURE_FD6F681E,,default
N5DF993D4,Scope Management,Project Management,concept,,LECTURE_04B1750C,,default
N5ECF7934,Web Scraping,Data Science,concept,,LECTURE_208EFBD5,,default
N5EE54EE7,RAG (Retrieval-Augmented Generation),Machine Learning,concept,,LECTURE_38EFB3AD,,default
N5F8A2C4D,Port Number,Networking,concept,,LECTURE_4A7A895C,,default
N5FB5E7BC,Redundancy,Information Theory,concept,,LECTURE_36519C04,,default
N606B72F7,Mindfulness,Mental Health,concept,,LECTURE_8424A28F,,default
N60A49D64,Convolutional Neural Network (CNN),Machine Learning,concept,,LECTURE_7DB408EE,,default
N60BDFD52,Identity Politics,Sociology,concept,,LECTURE_F6C8F9CE,,default
N60D6A5E8,Drug Discovery AI Pipeline,Pharmaceuticals,concept,,LECTURE_DF2A4682,,default
N60D9E500,Cost Allocation Tags,Cloud Computing,concept,,LECTURE_2DBD3B21,,default
N60ECD0C3,EditTask,Software Engineering,function,,LECTURE_6070C36A,,default
N611CA643,Life Restart,Personal Development,concept,,LECTURE_785DEF4D,,default
N631E6509,Long-term Gratification,Psychology,concept,,LECTURE_826E72F9,,default
N63FD724E,Continuity,Software Engineering,concept,,LECTURE_01F54D65,,default
N64795A3E,Multi-Modal Handwriting-Based AI Assistant,Education Technology,concept,,LECTURE_301259FF,,default
N64E3FEA7,Meme Theory,Cultural Studies,concept,,LECTURE_38F8528D,,default
N65426980,Automation Tools,Automation,concept,,LECTURE_F9FB8E15,,default
N658E7DC0,Vladimir Lenin,Political Science,concept,,LECTURE_1517B0E6,,default
N65964C22,Emotional Baggage,Psychology,concept,,LECTURE_8424A28F,,default
N65B7BD61,CRM & Workflow Integration,Marketing,concept,,LECTURE_BC8B2DFD,,default
N65C9B3DB,ADMET Profiles,Pharmaceuticals,concept,,LECTURE_DF2A4682,,default
N65E284FF,Time Complexity O(n^2),Algorithms,concept,,LECTURE_B395341E,,default
N65F0C5F4,Vulnerability,Psychology,concept,,LECTURE_8424A28F,,default
N67029C7E,Divided Rule Tactics,Political Science,concept,,LECTURE_7B97E73F,,default
N67107CD2,Alcoholics Anonymous (AA),Mental Health,concept,,LECTURE_5D23C05F,,default
N672BB1CB,A Philosophy of Software Design,Software Engineering,concept,,LECTURE_AFDC7B4A,,default
N67556EDA,Caloric Needs,Nutrition,concept,,LECTURE_E65B3313,,default
N675A195E,Properties of Water,Biology,concept,,LECTURE_4A4743F0,,default
N675F5B43,Social Interaction,Sociology,concept,,LECTURE_8424A28F,,default
N676F1474,XML Data Parsing,Data Engineering,concept,,LECTURE_FA9195CB,,default
N69032971,WhisperLive,Artificial Intelligence,concept,,LECTURE_87D7CB99,,default
N69DFAF3F,Data Engineer,Data Engineering,concept,,LECTURE_E6D27EEF,,default
N6AA23F7A,Binary Search,Algorithms,concept,,LECTURE_8D7F9422,,default
N6B875356,Apple Watch,Wearable Technology,tool,,LECTURE_0B86DC14,,default
N6BB5E0D7,Marketing Data,Marketing,concept,,LECTURE_F9FB8E15,,default
N6BDC5159,Intent Markers,Human-Computer Interaction,concept,,LECTURE_F504B342,,default
N6BE61E34,Automated Processes for Marketers,Marketing,concept,,LECTURE_BC8B2DFD,,default
N6BEE50B1,Creator Economy,Economics,concept,,LECTURE_11BD704A,,default
N6CA982B0,Context-Aware Representation,Machine Learning,concept,,LECTURE_5DF23AE9,,default
N6CBA6B2D,Bellman-Ford Algorithm,Graph Theory,algorithm,,LECTURE_AC2155EE,,default
N6CDD6048,Trie Data Structure,Data Structures,concept,,LECTURE_8D7F9422,,default
N6D1B1CF7,Last.fm Dataset,Machine Learning,concept,,LECTURE_DC4552D3,,default
N6D721C34,Guerilla Warfare,Military Strategy,concept,,LECTURE_0B86DC14,,default
N6D723103,Cultural Hegemony,Sociology,concept,,LECTURE_2F7C8FAA,,default
N6D808FC5,N-ary Tree,Data Structures,concept,,LECTURE_AC2155EE,,default
N6D8976DC,Machine Learning Model,Machine Learning,concept,,LECTURE_DF2A4682,,default
N6DDCAF16,Depression,Mental Health,concept,,LECTURE_FF63B9B4,,default
N6E55E123,Electron Configuration,Chemistry,concept,,LECTURE_4A4743F0,,default
N6EA9BAB2,Risk Management,Project Management,concept,,LECTURE_2A607A0A,,default
N6EB9F285,KD-Tree,Data Structures,data structure,,LECTURE_CFC03C76,,default
N6EC702DC,Linear,Mathematics,concept,,LECTURE_785DEF4D,,default
N6F46D2E4,Life Journey,Philosophy,concept,,LECTURE_F4C41356,,default
N6FA8B8B3,Data Pipeline,Data Engineering,concept,,LECTURE_FA9195CB,,default
N70037C93,Bias-Variance Tradeoff,Machine Learning,concept,,LECTURE_47D8F90C,,default
N702FEA84,Important Point,General,concept,,LECTURE_1B7CEAFE,,default
N70924234,Apple's Continuity,Productivity Software,concept,,LECTURE_36329128,,default
N70E2A395,Tax Cuts,Finance,concept,,LECTURE_D2E185AD,,default
N70EFC4A2,Rule-Based Automation,General,concept,,LECTURE_34407DE2,,default
N71303C41,Disappointment,Narrative,emotion,,LECTURE_ACB0FA44,,default
N717CB032,Commitment,Personal Development,concept,,LECTURE_785DEF4D,,default
N71B50349,Fine-Tuning,Machine Learning,concept,,LECTURE_D9FF5C3A,,default
N71E9C600,Messaging,Software Engineering,concept,,LECTURE_519CABB9,,default
N7211AB17,PostgreSQL,Databases,database,,LECTURE_A094096A,,default
N722039D7,Data Structures,general,concept,,,,default
N7223C2D6,Documentation,Productivity,concept,,LECTURE_255958CC,,default
N72291984,Sliding Window Technique,Algorithms,concept,,LECTURE_8D7F9422,,default
N72907BFF,Health Care Cost Shift,Health Care,concept,,LECTURE_D2E185AD,,default
N72FD6572,Tariff-Rate Quotas (TRQs),Economics,concept,,LECTURE_086E22BB,,default
N7307FEE2,Customer Segmentation ETL,Data Engineering,concept,,LECTURE_F9FB8E15,,default
N734E18D0,Fanon's Warning,Postcolonial Studies,concept,,LECTURE_7B97E73F,,default
N734F5FA5,Value Vectors,Machine Learning,concept,,LECTURE_49B80B00,,default
N737A85FA,Prompt Engineering,Machine Learning,concept,,LECTURE_51C9C7E4,,default
N737A8760,Product Analyst Position,Job Roles,concept,,LECTURE_ADD11BA5,,default
N737AB625,Infrastructure as Code (IAC),Cloud Computing,concept,,LECTURE_0FB0854B,,default
N7380AC93,ChEMBL,Databases,tool,,LECTURE_DF2A4682,,default
N7591933F,US-Assembled Car Loan Deduction,Finance,example,,LECTURE_D2E185AD,,default
N76258D35,Experimentation,Reading Behavior,concept,,LECTURE_86EDCE97,,default
N764DC6BD,Corpus,Machine Learning,concept,,LECTURE_41902F38,,default
N768F5891,Network Address Translation (NAT),Networking,concept,,LECTURE_0FB0854B,,default
N76905E96,Ground State,Chemistry,concept,,LECTURE_4A4743F0,,default
N769D618C,Storage Models,Databases,concept,,LECTURE_519CABB9,,default
N76D97464,Data Mining,Data Science,concept,,LECTURE_47D8F90C,,default
N77798872,Contextual Research and Validation,Marketing,concept,,LECTURE_BC8B2DFD,,default
N78B5C76F,Childhood Home,Personal Experience,concept,,LECTURE_62CDE37E,,default
N78D4FE49,SQL Injection Protection,Security,concept,,LECTURE_A094096A,,default
N78E5CE79,Spring Boot,Software Architecture,concept,,,,default
N79168975,Communism,Political Science,concept,,LECTURE_1517B0E6,,default
N7992C219,Emotional Fidelity,Human-Computer Interaction,concept,,LECTURE_F504B342,,default
N7A117408,tokenization,Machine Learning,node,,,,default
N7A123A0C,SRE,Operations,concept,,LECTURE_F4CC3A9E,,default
N7A44461C,Vectorization,Machine Learning,concept,,LECTURE_41902F38,,default
N7A888FD9,Adjacency Matrix,Data Structures,data structure,,LECTURE_AC2155EE,,default
N7B0CF8EA,Firewall,Security,device,,LECTURE_0FB0854B,,default
N7B201D0A,Apartheid,History,concept,,LECTURE_7B97E73F,,default
N7B4D2D15,Personal Goals,Personal Development,concept,,LECTURE_A1EA8BC0,,default
N7B9016F5,Fraud Detection,Real-World Applications,example,,LECTURE_B395341E,,default
N7BF2A925,Counter-Hegemony,Sociology,concept,,LECTURE_2F7C8FAA,,default
N7BF4C248,MCP Clients,Software Engineering,concept,,LECTURE_9C6D40CF,,default
N7C15B1D0,SAP S/4HANA,Enterprise Resource Planning,tool,,LECTURE_183AD411,,default
N7C54E836,Boyer-Moore Algorithm,Algorithms,algorithm,,LECTURE_AC2155EE,,default
N7CFC8B21,Protein,Nutrition,concept,,LECTURE_E65B3313,,default
N7D610432,Cloud Automation Engineer,Cloud Computing,concept,,LECTURE_E6D27EEF,,default
N7DAD38C7,Thermal Imaging,Military Technology,tool,,LECTURE_0B86DC14,,default
N7DB9E0C2,On-Premises Infrastructure,IT Infrastructure,concept,,LECTURE_C69AFF25,,default
N7E99DBAA,Okta,Identity Management,concept,,LECTURE_ADD11BA5,,default
N7EEACE17,Strongly Connected Component (SCC),Graph Theory,concept,,LECTURE_AC2155EE,,default
N7F9EFFD8,Development Server,Web Development,concept,,LECTURE_FF5AA022,,default
N7FECC031,Secure Note Storage,Data Security,concept,,LECTURE_103A28B8,,default
N803AB796,Orchestration,Software Engineering,concept,,LECTURE_F4CC3A9E,,default
N80597D51,Nested Loops,Computer Science,concept,,LECTURE_67A7F7C6,,default
N80B89C77,Self-Pity,Psychology,concept,,LECTURE_0218A8D0,,default
N80F91943,Book Summaries,Literature,concept,,LECTURE_2371BE6B,,default
N81345802,Calcium,Nutrition,concept,,LECTURE_E65B3313,,default
N8178740A,Adjacency List,Data Structures,data structure,,LECTURE_AC2155EE,,default
N81AB1ED1,Big Theta/Omega,Computer Science,concept,,LECTURE_67A7F7C6,,default
N8205DC8C,Union-Find Data Structure,Data Structures,data structure,,LECTURE_AC2155EE,,default
N82581032,Overcoming Struggles,Psychology,concept,,LECTURE_8424A28F,,default
N82D73873,Existential Questions,Philosophy,concept,,LECTURE_FF63B9B4,,default
N8342A342,Unfulfilled Desires,Psychology,concept,,LECTURE_255958CC,,default
N8396A299,Semiconductors,general,concept,,,,default
N842CC3A2,San Ramon,Personal Experience,concept,,LECTURE_62CDE37E,,default
N8451CA10,B-Tree,Data Structures,concept,,LECTURE_F43ACB64,,default
N84F9BCEB,Scar Tissue in Relationships,Psychology,concept,,LECTURE_38F8528D,,default
N851D75EC,Violence and Resistance,Philosophy,concept,,LECTURE_060FFFFC,,default
N85C36E08,Hash Function,Computer Science,concept,,LECTURE_6C84AD16,,default
N85FCC40C,Fats,Nutrition,concept,,LECTURE_E65B3313,,default
N861A7DB8,Test Node,test,concept,,,,default
N863428C3,Smoking,Health,concept,,LECTURE_785DEF4D,,default
N86F35F2F,Cleanliness,Lifestyle,concept,,LECTURE_41473ABA,,default
N870EE931,Learning Rate,Machine Learning,concept,,LECTURE_3EC5733B,,default
N87607370,IUPUI Campus,Education,concept,,LECTURE_FDBF99A1,,default
N87EC1F9E,Fine Tuning,Machine Learning,concept,,LECTURE_38EFB3AD,,default
N88946CC2,Divide and Conquer,Algorithms,concept,,LECTURE_4EEEE106,,default
N8907A4AE,Cloud Feudalism,Technology,concept,,LECTURE_85899DEF,,default
N8972390B,Breadth First Search (BFS),Algorithms,concept,,LECTURE_AC2155EE,,default
N89D1BF79,Stopword Removal,Natural Language Processing,concept,,LECTURE_7DB408EE,,default
N89F93F46,Neural Collaborative Filtering,Machine Learning,concept,,LECTURE_B81621E9,,default
N8A406489,HTML Templates,Web Development,concept,,LECTURE_DC4552D3,,default
N8A41972F,Ghost Cell,Data Structures,concept,,LECTURE_BE0CD2B6,,default
N8B30D79F,Gradient,Mathematics,concept,,LECTURE_3118CDD4,,default
N8B408FBC,Self-Discovery,Psychology,concept,,LECTURE_F4C41356,,default
N8B970ED5,Library,Machine Learning,concept,,LECTURE_0A79648B,,default
N8BD6B561,Learning Use Cases,Education Technology,concept,,LECTURE_301259FF,,default
N8BD95415,JavaScript Hoisting,Web Development,concept,,LECTURE_06093866,,default
N8BF6165D,Train,Narrative,object,,LECTURE_ACB0FA44,,default
N8D3BCE4B,SAP,Software Engineering,concept,,LECTURE_183AD411,,default
N8D973B49,Exploratory Data Analysis (EDA),Data Science,concept,,LECTURE_41902F38,,default
N8DC0FE4D,Overextension,Economics,concept,,LECTURE_F6C8F9CE,,default
N8DFD2AD3,Feedback Loop,Machine Learning,concept,,LECTURE_712DFF13,,default
N8E427A4A,12 Steps,Mental Health,concept,,LECTURE_5D23C05F,,default
N8ED54065,Snowflake RAG Pipeline,Data Engineering,concept,,LECTURE_EFC871FA,,default
N8F3C1C21,Pages Directory,Web Development,concept,,LECTURE_FF5AA022,,default
N8F3F20DE,Chemical Reactions,Chemistry,concept,,LECTURE_4A4743F0,,default
N8F4E726B,Real-World Parsing,Computer Science,concept,,LECTURE_B395341E,,default
N8F6B3002,Organizing Principle,Databases,concept,,LECTURE_512E5FDD,,default
N9018129A,CSS Box Model,Web Development,concept,,LECTURE_06093866,,default
N904F68B3,Synthesis,Learning,concept,,LECTURE_712DFF13,,default
N90570CE6,AI/ML Integration,Artificial Intelligence,concept,,LECTURE_848696D7,,default
N90AF86FE,JavaScript Design Patterns,Web Development,concept,,LECTURE_06093866,,default
N916A47D3,JavaScript,Web Development,concept,,LECTURE_5AB9930B,,default
N91784B77,Real-Time AI Conversations,Artificial Intelligence,concept,,LECTURE_87D7CB99,,default
N9192BA44,The Gita's Wisdom,Philosophy,concept,,LECTURE_7B97E73F,,default
N91A34921,Uber's Airport Forecasting Models,Transportation,example,,LECTURE_38F8528D,,default
N9233DF89,Necessity of Violence,Social Justice,concept,,LECTURE_7B97E73F,,default
N9238490D,Hidden Layers,Machine Learning,concept,,LECTURE_9D70DDA1,,default
N92B165ED,Neorealism,Film Studies,concept,,LECTURE_2F7C8FAA,,default
N92E25ABD,Cell Structure and Function,Biology,concept,,LECTURE_4A4743F0,,default
N93852EFE,Information Processing,Information Theory,concept,,LECTURE_77AC70B6,,default
N93E6185D,Customer Segmentation,Marketing,concept,,LECTURE_CCBDC47A,,default
N9427B7C0,DevOps,Software Engineering,concept,,LECTURE_2DBD3B21,,default
N94FC4795,Partition Cut Property,Graph Theory,concept,,LECTURE_AC2155EE,,default
N950B9FF8,PencilKit,Software Engineering,tool,,LECTURE_B81621E9,,default
N953174F5,Completion Tracker,User Engagement,concept,,LECTURE_208EFBD5,,default
N95A8A92F,GPU Utilization,Computer Hardware,concept,,LECTURE_87D7CB99,,default
N9602C417,Outreach Copywriter (SDRGPT),Marketing,concept,,LECTURE_BC8B2DFD,,default
N9699C7CD,Prim's Algorithm,Algorithms,algorithm,,LECTURE_AC2155EE,,default
N96C5E786,Deterioration of Relationships,Psychology,concept,,LECTURE_A1084227,,default
N96D7B6F8,Asymptotic Analysis,Algorithms,concept,,LECTURE_67A7F7C6,,default
N96F35D96,No Dialogue,Film,concept,,LECTURE_8577D562,,default
N97D861B3,Price Gouging,Economics,concept,,LECTURE_086E22BB,,default
N98365844,Decolonization,History,concept,,LECTURE_B8A963AA,,default
N984047C4,Neural Network,Machine Learning,concept,,LECTURE_38EFB3AD,,default
N98A46063,Framework,Software Engineering,concept,,LECTURE_0A79648B,,default
N992523B4,Key Vector,Machine Learning,concept,,LECTURE_5DF23AE9,,default
N99B0E05B,Content Creation,Digital Media,concept,,LECTURE_A1EA8BC0,,default
N99DA241F,Data Analyst,Data Analysis,concept,,LECTURE_E6D27EEF,,default
N9A08C727,Indexes,Databases,concept,,LECTURE_A094096A,,default
N9A45C66E,Hybrid Search,Information Retrieval,concept,,LECTURE_EFC871FA,,default
N9A9796A0,Fear,Psychology,concept,,LECTURE_FF63B9B4,,default
N9B2406A4,API,Software Engineering,concept,,LECTURE_C8BB7682,,default
N9B905098,Intent Capture,Personal Productivity,concept,,LECTURE_712DFF13,,default
N9BA7F69C,Micro-learning,Education,concept,,LECTURE_208EFBD5,,default
N9DA2AF23,Communication,Communication,concept,,LECTURE_8424A28F,,default
N9DE1F10D,Napoleonic Code,Law,concept,,LECTURE_F6C8F9CE,,default
N9E2C0A7E,Pain Points,Entrepreneurship,concept,,LECTURE_F6FFFE7D,,default
N9EFE0C4F,SSRF,Application Security,concept,,LECTURE_4A7A895C,,default
N9FBC81D9,Minimalism in Design,Design,concept,,LECTURE_54D239B1,,default
N9FF391C3,Recursion,Computer Science,concept,,LECTURE_4EEEE106,,default
NA0614987,State Transition,AI/Agent Systems,concept,,LECTURE_D9FF5C3A,,default
NA0A44B66,Full-Stack Web Development,Software Engineering,concept,,LECTURE_FA9195CB,,default
NA10A92D3,Test Node 2,test,concept,,,,default
NA14C1C4A,Context Awareness,AI,concept,,LECTURE_712DFF13,,default
NA1CFFC1C,Rackspace,Cloud Computing,example,,LECTURE_E6D27EEF,,default
NA1E48922,Decentralized Finance (DeFi),Finance,concept,,LECTURE_28A0E794,,default
NA20BC744,CloudFront,Cloud Computing,tool,,LECTURE_B9D2CCC4,,default
NA27C2C60,WhisperSpeech,Artificial Intelligence,concept,,LECTURE_87D7CB99,,default
NA2AFE836,Alex Karp,Technology,person,,LECTURE_85899DEF,,default
NA2E992E1,Load Balancer,Software Engineering,concept,,LECTURE_183AD411,,default
NA325E4FD,Encapsulation,Software Engineering,concept,,LECTURE_6070C36A,,default
NA34E58AB,Pseudocode,Computer Science,concept,,LECTURE_67A7F7C6,,default
NA37F3C81,Drug Discovery Screening Pipeline,Healthcare,example,,LECTURE_F9FB8E15,,default
NA39783E7,Karl Marx,Political Science,concept,,LECTURE_1517B0E6,,default
NA3AFDFB2,npm,Software Architecture,concept,,LECTURE_0A79648B,,default
NA3C720C1,Humanistic Socialism,Political Theory,concept,,LECTURE_63350267,,default
NA3F083B3,Stephen King,Literature,concept,,LECTURE_5D23C05F,,default
NA3F5A9D3,Microservices Architecture,Software Engineering,concept,,LECTURE_2A607A0A,,default
NA4A02B11,Sentiment_analyzer.py,Machine Learning,example,,LECTURE_FD6F681E,,default
NA4CCFE0F,CI/CD,Software Engineering,concept,,LECTURE_34407DE2,,default
NA4EDFADC,SAP Business One,Enterprise Resource Planning,tool,,LECTURE_183AD411,,default
NA5076E43,Key Vectors,Machine Learning,concept,,LECTURE_49B80B00,,default
NA549376E,ResearchAgent,Machine Learning,agent,,LECTURE_AF1A687E,,default
NA57006AB,Hashmap,Data Structures,concept,,LECTURE_B395341E,,default
NA5852490,DevOps / Cloud Operations Associate,DevOps,concept,,LECTURE_E6D27EEF,,default
NA6030E84,Stack-based Algorithms,Algorithms,concept,,LECTURE_8D7F9422,,default
NA733C2FA,Amateur,Philosophy,concept,,LECTURE_F4C41356,,default
NA737CD97,Cloud Services,Cloud Computing,concept,,LECTURE_208EFBD5,,default
NA739F164,ReLU,Machine Learning,concept,,LECTURE_3EC5733B,,default
NA75AF352,Public and Private APIs,Software Engineering,concept,,LECTURE_ADD11BA5,,default
NA7E7ADE7,Minimum Spanning Tree (MST),Graph Theory,concept,,LECTURE_CFC03C76,,default
NA9077794,Cell Division,Biology,concept,,LECTURE_4A4743F0,,default
